age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
35,44321,1,18,2
38,42408,8,9,1
48,79849,5,16,8
39,110056,8,14,4
44,30464,10,11,8
41,52478,1,30,6
25,95941,6,23,8
65,57486,7,1,4
40,77367,8,4,2
22,90740,4,1,6
37,108198,9,6,1
49,82890,2,7,9
54,97492,5,21,3
41,87522,2,3,3
38,31958,7,8,7
43,44468,5,15,5
41,107821,8,13,3
64,80932,4,10,7
45,86305,7,23,8
33,50598,6,3,8
48,31235,10,27,7
37,92225,2,18,5
36,110050,3,3,4
20,34294,10,2,2
42,105830,7,29,7
43,84086,8,10,5
21,26103,2,5,2
39,49587,9,8,9
34,113019,7,16,2
56,95365,3,28,10
63,112260,7,21,7
49,24565,8,15,3
53,71383,7,25,6
18,76687,2,11,4
55,47887,2,18,10
41,108957,8,2,10
43,59202,4,8,9
48,17825,4,19,6
27,96995,4,26,9
34,16953,2,5,3
62,81401,3,26,1
46,91419,8,10,8
42,45908,2,13,8
31,20604,2,8,8
34,70545,5,21,5
59,22332,8,26,4
30,88276,8,25,8
41,26857,8,21,8
57,29723,9,9,7
58,81337,10,18,1
32,29317,10,28,10
54,52465,9,6,6
58,72451,10,17,10
19,43724,6,12,8
19,49841,8,27,8
49,80790,10,5,7
27,87256,6,13,5
32,90908,1,9,9
26,70277,10,13,10
56,64628,2,20,2
40,50341,10,14,2
23,50844,3,19,10
22,92715,2,18,9
19,62390,3,23,6
20,68772,8,1,1
40,41138,10,12,1
23,91539,6,10,5
26,91598,2,14,1
49,67209,6,28,8
18,24640,2,24,7
56,85145,3,8,9
57,38026,2,28,3
23,106045,1,16,7
33,74093,9,14,2
59,68956,5,27,1
61,21481,6,18,4
60,80085,9,20,6
50,105839,8,30,8
30,92711,1,13,2
46,117823,1,26,5
31,21547,7,8,3
55,72175,6,3,9
38,51905,7,29,4
49,60667,7,22,4
37,19133,6,2,1
28,76699,5,4,2
50,68974,8,5,2
63,94871,8,12,6
44,63137,1,12,8
65,31669,5,5,10
61,66606,2,22,5
55,34601,10,14,9
44,46615,1,23,7
31,56057,10,25,4
57,65176,7,23,8
45,75879,1,20,8
41,55680,8,25,1
41,46484,4,7,4
20,26114,10,4,1
25,75933,5,20,8
32,18977,3,11,5
47,46315,4,26,6
23,117102,8,20,7
23,95583,3,5,10
53,34032,6,6,5
32,37235,5,17,6
24,42194,9,2,4
22,112261,2,18,9
65,92430,1,4,10
37,48885,7,24,2
44,69873,4,22,6
31,18251,6,24,4
59,61936,6,28,4
43,28076,10,8,1
43,117197,9,28,1
60,23592,3,3,3
60,82248,7,7,9
43,92298,4,18,4
53,47901,9,12,1
33,19284,7,7,4
54,74873,7,8,9
28,30158,10,29,2
20,32854,9,8,7
19,33839,8,7,7
28,97284,4,23,10
29,75011,1,28,9
64,61194,3,19,1
33,90873,7,15,8
28,68283,5,10,3
43,49751,6,11,7
61,77641,8,5,10
29,117154,3,17,3
31,116627,8,3,5
40,63093,3,22,10
47,80352,6,27,6
36,28121,4,13,4
42,88286,4,26,9
23,32483,6,18,6
49,62335,9,23,2
63,41650,3,25,5
24,34274,8,27,7
30,31118,5,24,10
63,84613,5,15,9
52,92648,5,6,4
41,44641,8,10,5
64,68664,10,27,8
24,61326,6,11,6
25,70568,3,24,4
23,28769,2,22,6
47,101273,10,13,7
23,81691,6,2,9
36,34576,4,7,6
21,87101,10,24,1
42,64164,9,3,2
34,45685,10,12,2
54,52438,2,3,1
24,98316,8,1,9
50,76833,4,2,9
38,86852,2,23,4
46,90099,8,30,6
64,82742,3,23,3
44,97097,4,14,4
28,55625,10,24,4
59,47431,8,9,2
48,112962,2,30,9
27,60545,3,19,6
44,61634,2,3,3
32,59494,8,5,9
54,41245,10,16,6
50,19142,5,22,2
42,63257,5,2,9
46,27169,2,4,7
32,39188,2,21,4
41,23021,10,18,5
49,57466,3,7,3
18,25929,1,29,6
24,60511,8,9,5
45,28280,1,7,10
30,97368,5,21,6
53,85562,2,18,5
19,95197,10,10,5
65,59672,4,19,6
41,110585,5,4,10
62,33802,7,22,7
30,17040,9,25,9
33,48903,8,23,6
44,92933,6,4,5
22,41157,5,19,4
46,46433,2,24,10
63,105415,3,7,1
41,32480,4,8,9
59,93354,10,21,6
34,38810,1,3,6
31,99646,7,16,4
46,104360,4,19,1
24,86636,8,7,10
40,46335,8,23,1
53,16163,1,7,5
53,106067,1,23,2
34,85924,2,25,5
20,40619,4,8,4
59,64762,5,21,7
20,118054,4,30,6
49,81867,5,5,10
65,75906,4,27,4
52,59505,2,9,7
19,71938,6,7,4
62,45258,1,23,7
45,99554,9,8,10
51,88154,7,14,8
45,36614,9,12,5
47,21334,9,12,2
34,69662,2,30,8
18,91422,6,5,1
33,118091,1,2,8
26,40458,3,15,5
20,113831,3,6,8
41,72883,2,23,5
33,16773,3,5,1
44,108893,6,22,5
62,27264,2,16,8
56,103138,3,7,6
64,34219,2,21,7
54,97701,4,23,8
31,51997,8,21,3
36,48378,4,19,8
38,95902,7,25,2
45,107805,5,9,6
64,36498,5,27,1
53,92202,9,19,10
56,112198,7,27,2
60,53713,5,10,9
59,92242,3,3,1
62,67149,9,13,4
59,111256,5,2,4
19,90709,10,24,2
61,58535,3,9,10
60,104347,8,4,10
25,93391,10,7,8
56,36807,10,7,10
21,116170,6,18,5
34,82764,5,5,6
29,18980,4,20,4
43,57313,6,11,5
39,83135,7,15,6
26,112874,9,26,5
41,117808,4,26,9
34,111561,4,16,9
25,39228,1,15,4
24,69818,6,11,10
49,64104,7,14,9
36,36540,8,9,3
27,84348,4,14,3
18,43690,10,27,2
23,75289,2,8,1
20,84683,10,30,8
26,99831,1,6,8
63,46000,2,5,4
52,44459,2,19,2
61,103433,8,29,5
32,63965,10,10,2
47,39031,10,2,7
60,45656,1,11,2
20,17150,7,23,9
59,47484,4,30,2
23,115480,5,25,9
45,88053,2,26,8
30,89679,1,21,6
25,99126,2,28,2
46,90824,5,19,2
46,18870,7,24,10
36,82299,4,11,4
61,78909,6,19,8
39,40384,9,17,9
46,34036,3,30,8
53,54459,2,13,1
54,71340,10,5,9
34,45416,6,9,9
48,19575,2,17,8
65,68875,9,12,6
37,117347,5,18,3
53,72771,9,10,7
47,82028,10,14,9
31,117797,7,19,6
62,46375,2,7,7
22,55531,5,9,6
29,61944,5,24,8
30,114321,7,8,10
26,75083,2,15,4
19,78832,7,24,9
62,17638,7,21,9
38,114224,3,23,1
62,38325,3,20,7
43,111281,7,11,7
44,19496,8,5,9
20,19445,3,22,10
52,56910,2,29,3
31,44692,2,11,4
35,118845,7,20,5
62,18922,2,27,1
23,31328,10,4,9
65,41944,5,13,5
32,38066,4,5,5
49,68413,3,8,8
55,44679,8,20,8
60,44287,9,30,8
64,103529,7,15,2
63,31139,7,1,6
44,63036,3,30,9
54,24293,1,18,8
26,21278,8,22,8
35,69622,9,21,8
50,51012,10,14,4
63,37309,1,5,8
46,46989,7,12,1
49,26334,1,18,2
47,32645,10,19,5
23,83054,3,20,3
31,71200,9,27,10
21,83335,1,13,10
30,52883,5,13,6
24,74658,1,22,2
32,29053,1,11,1
32,44505,8,2,5
35,48167,10,21,3
59,81447,3,21,2
25,59031,9,25,7
50,114090,6,10,9
58,90326,2,17,9
33,47204,9,2,5
44,66204,1,29,2
37,16019,4,3,8
20,19921,7,11,7
47,105151,1,16,9
28,51525,8,21,6
36,40841,2,5,5
55,34118,4,23,8
47,107680,6,13,1
47,33678,8,17,5
35,93423,9,2,10
37,57254,1,29,6
41,51894,6,26,9
24,68228,4,15,2
26,92393,1,17,2
25,90978,7,26,1
65,52482,8,20,4
43,109308,1,21,9
32,81782,5,17,4
25,105747,9,7,2
40,23374,5,23,8
60,32404,7,20,6
42,66678,3,13,2
44,77351,2,4,8
50,15360,10,10,2
24,67503,3,28,4
65,102429,4,22,6
47,84638,5,8,5
43,51608,7,12,2
24,37213,7,29,7
43,46029,9,28,3
60,64870,4,29,4
57,47859,7,15,5
46,18474,9,22,8
65,49434,7,23,10
29,15759,4,4,5
19,117729,2,13,5
47,42757,7,12,4
58,37604,1,20,5
59,106241,4,20,3
64,72342,4,23,10
32,67814,2,23,5
44,20741,3,24,1
19,80974,10,12,4
51,78137,2,8,4
52,60844,8,15,3
36,24618,3,8,9
38,29997,6,18,9
26,41032,3,3,10
56,20479,9,14,7
32,25956,9,25,2
40,73912,5,16,7
53,31944,3,1,8
40,102632,2,18,1
24,58758,1,8,2
25,39768,3,4,10
40,63439,8,29,6
39,45664,10,22,5
51,97129,2,7,2
37,87357,9,4,5
42,44258,1,1,5
48,103419,5,27,6
52,15296,2,7,10
33,51578,10,25,7
30,84280,4,19,4
41,102273,2,22,7
20,40270,4,30,1
49,104731,2,15,9
41,30428,3,4,7
24,97770,9,7,5
59,63240,9,29,5
23,55175,3,1,5
24,63619,10,27,6
22,70137,3,30,3
31,19279,4,18,5
31,24986,10,23,6
45,23744,9,6,10
59,64635,3,19,7
59,54385,2,12,5
52,118900,4,10,10
23,76566,1,17,6
19,67807,10,3,9
53,92945,4,24,8
42,55218,8,11,9
38,79011,4,27,2
18,46205,8,21,8
54,16289,2,13,4
57,34600,4,12,8
24,56700,3,18,3
48,40036,5,12,4
18,40992,10,19,5
39,58153,8,13,8
62,103883,4,27,3
31,47611,6,17,6
51,75639,1,9,10
22,103476,5,1,1
50,77663,7,29,9
18,29322,8,26,5
58,91920,1,14,4
32,95261,1,27,10
60,111106,5,1,8
31,109380,3,25,6
42,68649,5,19,3
47,49580,9,21,5
23,69178,2,6,1
59,46513,5,7,6
33,48917,4,20,9
25,75867,5,2,9
44,78937,2,3,6
58,116174,8,25,9
21,60073,10,20,10
22,33481,4,22,1
55,56436,4,28,2
24,79111,3,15,10
39,22784,2,24,8
21,117120,8,10,4
39,39228,7,13,4
37,41930,5,28,7
42,72281,3,1,6
59,15168,4,10,5
26,79764,10,12,3
38,115425,6,13,10
63,116718,9,26,5
55,20789,5,14,7
53,33471,1,9,3
40,65573,3,28,2
49,99583,3,15,9
19,77434,2,13,1
58,35356,1,10,8
24,50094,8,13,1
65,74117,10,25,1
48,52238,5,23,9
40,71595,7,5,8
56,43061,8,2,2
33,32891,10,7,4
49,102757,7,22,1
56,77953,1,9,1
55,63307,4,19,7
21,105128,2,25,5
28,99182,10,14,6
62,118751,3,9,5
42,16087,3,13,1
27,92658,2,3,5
57,84615,4,8,4
49,106885,8,4,4
19,31335,4,28,1
64,105495,6,28,2
33,84342,3,20,2
31,62356,5,4,1
54,78527,8,18,3
40,50391,9,5,4
29,65661,10,12,6
34,102020,7,17,7
31,16510,2,19,1
39,36795,8,17,4
45,35681,1,3,4
24,88712,9,2,6
31,115625,6,9,2
29,26715,2,12,4
33,35556,9,18,8
55,28824,7,12,8
60,115777,4,18,9
55,27704,3,2,1
37,52966,2,13,5
18,63119,10,17,1
31,113453,5,30,8
29,24869,9,3,8
49,88152,5,23,1
51,15627,5,19,10
59,28865,1,26,2
45,78765,2,19,7
40,22329,4,9,2
38,79791,3,19,1
19,60506,2,18,4
65,47305,5,18,7
62,25659,4,18,9
60,51509,1,16,3
52,29380,4,13,9
55,109782,8,11,10
60,101613,1,21,10
54,29166,6,14,9
58,79153,8,20,2
45,118740,9,7,9
53,25392,1,5,2
31,73271,10,18,4
59,36715,1,23,3
35,48356,2,12,1
18,116401,6,4,9
45,25342,9,24,2
25,46683,10,5,4
29,60577,10,16,2
28,40677,4,6,8
61,21713,6,20,5
36,105011,10,28,3
36,119782,6,29,8
53,76685,8,23,8
44,76565,7,2,6
63,18238,5,28,3
18,62766,2,22,5
23,105732,8,4,3
62,51394,10,7,3
36,60971,5,20,5
54,112688,4,8,1
25,90176,5,18,2
61,77661,10,24,6
21,87337,7,7,6
53,76942,5,17,2
52,81948,4,20,6
36,51910,8,9,2
57,15734,5,29,9
19,105870,1,17,3
45,38326,6,6,5
45,16153,3,15,2
52,67262,2,24,5
60,83101,10,9,8
39,23120,5,16,6
58,28539,8,6,6
31,39552,3,11,3
24,101192,4,30,4
32,17227,3,29,3
21,26641,6,8,5
23,43197,7,17,1
55,95152,8,18,2
54,77077,2,11,4
51,111018,5,26,8
28,44011,6,13,8
50,42379,4,27,2
55,108885,5,10,8
63,35324,5,15,1
57,44261,10,19,10
43,18825,8,17,3
22,118035,4,1,2
44,61105,9,15,8
37,36827,6,4,5
44,104438,2,11,9
48,44596,4,9,2
25,29353,6,10,6
24,18120,9,18,9
18,54851,5,24,8
42,71989,7,26,2
40,49882,8,8,6
58,81314,7,21,4
18,61327,1,29,9
53,63500,4,22,10
64,66964,6,3,10
38,32769,1,23,9
43,54048,4,11,1
20,67416,10,1,2
63,31199,2,25,6
28,75733,7,28,5
23,42070,9,29,3
41,116177,9,30,3
65,72559,8,4,2
60,21824,7,19,1
59,70199,2,3,2
58,28865,7,15,2
47,92194,6,23,1
31,20426,6,4,4
32,98137,3,2,8
28,119651,6,19,9
26,113013,4,8,6
61,19365,6,6,9
48,45096,7,4,3
31,16592,9,25,9
64,51107,4,5,8
42,64286,1,7,10
18,74293,10,30,4
28,18147,9,2,9
45,100275,8,4,3
57,55153,1,27,5
28,43457,3,23,9
36,119415,10,1,1
43,19579,3,25,5
50,41794,10,20,2
25,109388,6,27,9
28,40133,8,25,5
56,118408,4,26,2
56,47774,8,12,2
24,103276,1,9,3
44,84845,3,30,2
29,115224,9,17,10
36,76073,10,2,7
61,84109,2,25,8
56,73604,5,10,10
61,86749,7,3,4
21,109129,6,23,10
39,72395,2,18,7
36,90218,1,11,2
19,66822,4,22,8
29,107342,9,15,3
24,76266,6,12,4
54,80882,10,19,7
31,87040,6,28,3
31,73559,9,8,10
48,41389,10,1,2
20,91892,5,8,3
30,111799,9,13,3
60,96763,1,5,8
64,35885,10,19,5
60,64131,2,8,8
49,116594,10,4,8
47,32768,4,3,9
50,112713,3,10,10
29,108618,8,23,4
62,31000,7,4,4
39,15325,7,2,9
54,56587,2,20,2
34,77381,10,27,7
18,70873,1,8,4
50,44169,1,12,2
22,69161,3,17,2
59,52174,7,6,2
32,88453,5,4,3
54,65392,2,23,6
33,89461,7,16,1
56,106287,7,24,10
47,95451,10,12,9
42,38223,8,26,1
31,61872,3,15,2
30,96058,7,23,5
52,70773,1,26,10
19,68333,8,10,2
23,110456,8,10,7
50,64008,3,21,8
50,73357,7,24,4
25,114713,6,2,7
20,107978,2,17,4
32,23064,6,18,9
22,23093,9,16,10
33,85625,8,10,8
63,62297,4,6,10
32,63478,10,12,3
61,57543,5,1,9
35,15266,9,19,6
43,71815,10,22,1
31,58946,3,28,5
34,107141,10,30,7
38,27095,3,25,2
53,108030,10,28,6
58,25610,8,3,5
52,40593,3,20,10
37,37373,6,25,10
21,55071,2,10,6
24,113687,4,14,6
65,21544,6,24,4
37,54177,10,23,10
45,23071,8,2,8
25,17109,9,25,2
62,85148,6,4,3
31,98871,2,3,10
45,79825,9,25,10
58,82221,6,12,7
23,114918,3,21,2
59,85198,5,18,4
29,102028,8,12,8
36,67652,7,8,1
64,48987,7,6,10
65,22773,6,23,2
57,96152,1,7,8
54,45907,5,7,8
32,118322,2,30,8
36,17602,3,26,5
58,96169,4,18,7
48,26379,1,14,5
32,31324,2,29,6
19,85461,2,6,10
54,15895,10,6,5
62,89337,10,6,10
36,35789,5,26,2
40,108633,1,22,2
63,37293,3,24,4
62,52448,1,12,4
20,101104,4,7,4
60,82017,9,3,8
29,118714,7,24,6
36,24009,5,11,3
27,19889,2,24,6
23,61791,9,28,2
57,118836,3,26,10
25,44005,8,20,5
36,37193,1,19,5
40,109880,9,26,10
29,26558,1,19,3
32,47738,3,11,10
37,51574,8,10,1
62,47280,7,3,10
58,102715,2,15,10
34,62804,10,7,9
39,56542,1,3,9
53,111671,2,1,7
59,46185,4,18,2
25,29909,8,9,9
61,52258,8,18,1
29,27229,9,22,8
39,23020,4,1,5
58,117140,10,3,8
39,52779,2,5,10
28,117295,3,1,7
53,76310,9,11,1
29,58573,5,23,10
29,46944,1,22,3
40,74139,3,6,3
45,48956,2,21,9
56,106487,8,4,2
49,28898,2,24,8
42,79243,8,16,3
44,42706,10,1,10
59,114258,8,20,10
58,34951,1,17,6
47,97618,5,20,4
25,44328,9,20,3
25,69901,8,7,1
56,33044,6,24,10
19,52032,6,24,2
52,28998,7,24,4
26,110538,7,27,8
34,84269,8,25,4
19,94677,8,10,5
28,56727,5,11,8
36,42611,7,20,3
30,59257,9,17,1
41,48948,2,5,7
43,67692,8,27,1
60,98424,3,30,9
40,22452,4,4,3
27,71988,1,9,6
18,100875,9,13,5
48,26455,1,14,7
40,56199,3,9,10
35,113550,2,5,5
23,36137,5,12,4
62,101828,5,27,4
62,47831,1,13,7
25,37024,6,14,3
28,67586,2,7,9
40,86956,5,17,7
29,21672,6,10,3
58,58052,6,17,10
54,88659,10,30,5
31,81508,1,4,4
42,69591,6,25,7
56,96939,3,27,1
58,40787,10,12,2
31,96267,8,25,3
41,57598,7,20,10
27,20458,3,23,4
30,75167,7,5,6
58,50052,9,25,10
58,23843,9,29,1
30,36726,8,27,3
54,70503,5,4,1
34,15882,8,7,10
36,47043,6,10,10
43,95874,3,2,7
46,60431,10,1,5
36,107221,6,19,3
41,111516,9,29,8
57,80275,1,29,5
32,55120,2,9,9
40,43095,10,25,7
34,92067,9,12,9
59,92733,8,13,4
58,51150,1,25,7
58,72105,5,22,2
43,69269,5,29,8
62,99076,4,19,4
53,86798,7,15,9
27,93866,5,18,10
65,49536,3,22,9
31,68494,10,9,6
21,43125,9,3,6
23,104522,3,1,8
31,60593,9,17,7
52,86468,5,16,7
23,49708,1,24,1
32,58420,6,21,4
63,99876,4,23,5
30,76154,1,21,7
44,18704,4,14,10
63,89060,4,26,4
45,103292,10,2,2
57,92037,9,6,4
65,119845,2,29,6
57,97806,2,27,8
37,38734,10,2,9
46,119403,9,11,6
20,99441,4,5,1
38,56830,10,8,7
54,62812,4,1,3
19,34310,1,19,10
30,102318,1,14,2
46,27739,10,28,3
49,26291,1,17,9
39,37953,1,2,7
20,76569,9,20,5
25,109613,10,22,9
43,23588,2,16,7
38,92696,9,29,4
23,88325,1,16,2
24,38796,9,10,9
46,56515,10,13,3
55,62903,10,20,3
48,103243,5,10,4
65,43415,4,27,8
64,98967,10,12,3
39,119192,10,22,6
63,52498,2,16,9
57,47609,5,29,3
47,49845,8,8,10
33,17071,10,25,3
61,96905,5,19,6
26,117391,10,2,6
59,113585,8,30,5
59,44808,7,14,2
38,42892,7,2,4
51,26848,3,9,4
22,42267,9,24,7
33,69785,6,18,2
64,90141,1,2,6
48,113532,7,29,6
65,41113,9,18,9
57,59640,10,24,3
28,46674,1,11,8
22,117430,3,14,10
51,80087,1,19,9
60,77276,8,16,10
18,60990,5,30,2
48,48107,10,21,9
52,37543,9,15,5
21,39366,10,20,4
48,34449,10,25,8
60,65073,7,5,10
40,50853,10,29,1
48,69017,5,18,8
52,86625,6,3,6
34,119138,6,24,4
47,35752,2,18,1
29,16017,3,27,1
46,22455,9,12,7
46,67410,10,20,4
60,36406,3,16,8
27,95159,2,16,6
55,103992,9,30,5
20,27407,7,1,2
37,52725,6,2,3
27,54019,7,23,2
46,71170,4,1,9
25,60293,4,5,2
24,78304,1,29,6
45,102650,2,23,5
22,44456,2,25,5
24,31999,8,1,4
53,23237,10,21,4
63,33264,4,11,8
42,45333,8,28,5
54,21632,5,24,8
31,113602,4,17,8
41,97439,3,19,10
49,67918,2,21,3
58,107021,3,17,4
46,55377,9,21,10
52,87999,8,22,8
53,41725,10,23,6
19,67013,3,24,2
24,111723,1,30,9
42,87539,8,14,7
26,51702,3,10,4
42,58187,8,14,3
58,53764,2,26,9
35,81379,2,30,5
62,55579,7,29,6
38,113094,5,22,9
29,23172,8,26,6
41,45419,8,25,8
34,45507,8,9,6
65,81838,5,23,7
41,18970,6,29,5
58,32287,1,25,6
33,48108,4,27,4
57,63379,4,6,9
43,43738,1,22,6
22,76772,3,23,5
53,33709,9,20,10
37,108053,10,13,7
40,88588,8,7,4
36,93062,9,25,5
51,68751,3,13,1
23,50072,10,29,3
63,20296,10,16,8
26,82901,4,2,6
46,109602,3,23,6
47,60107,8,29,5
29,103689,5,14,2
42,55976,5,6,10
19,29227,4,10,7
52,116290,6,29,2
26,78436,3,22,4
36,65554,8,6,6
63,115850,9,4,8
64,42438,5,25,8
58,31134,1,3,8
54,40343,1,23,9
19,104859,10,7,6
39,40180,2,21,7
58,23939,4,23,2
51,107493,8,30,3
64,22256,3,23,2
18,90957,6,29,10
44,109385,10,9,9
39,28781,3,27,10
46,73011,4,25,4
47,94730,1,27,10
45,19454,7,6,7
56,115084,10,18,5
24,50320,1,12,6
49,25890,4,30,3
53,26554,5,19,10
34,82585,8,3,7
45,28921,4,10,7
63,30935,2,24,1
57,100218,7,12,1
22,89199,5,29,7
45,33584,8,3,3
22,15381,10,26,10
36,68195,8,28,4
51,36795,5,4,8
23,90627,2,19,5
26,100728,4,29,7
58,27536,9,1,8
30,88990,6,29,4
39,55417,1,2,9
44,19515,2,26,5
63,86016,4,4,4
27,89178,9,23,1
44,28319,9,14,2
41,80327,1,4,10
53,27619,8,19,9
53,26369,4,10,10
43,80588,7,6,9
62,75121,2,11,4
46,75264,10,7,6
31,90597,3,23,2
38,67656,5,22,3
38,61758,7,16,3
65,112848,6,3,1
26,64861,8,14,8
19,109949,7,30,3
43,20894,9,2,9
42,66782,9,21,7
49,89598,7,27,8
24,21097,2,11,7
23,98996,7,27,3
27,104859,9,20,5
45,119211,6,21,5
30,100195,9,25,8
29,24346,1,3,10
37,30652,6,2,7
63,59263,9,7,10
21,31800,4,30,8
24,72467,10,10,7
34,96926,10,7,2
61,101351,5,22,2
34,106948,3,10,2
62,113748,10,12,2
36,118408,8,19,2
43,49798,3,21,1
58,118093,4,8,5
50,90535,4,18,5
26,54230,5,17,7
27,52142,8,22,5
48,33088,10,26,10
31,79219,7,24,4
19,18101,6,26,5
24,81230,6,9,8
47,22297,9,24,10
40,41061,10,17,10
40,37115,7,8,1
56,76783,3,29,9
64,115759,1,12,2
56,82946,9,6,5
36,92821,4,8,2
48,39493,5,9,10
19,28596,10,7,4
30,111989,4,28,2
56,97511,3,1,10
19,113562,6,23,5
38,114159,7,24,5
23,62204,2,18,9
63,53160,6,3,10
58,31946,9,15,6
41,66406,8,8,3
49,66216,4,24,9
56,45815,6,22,7
27,67607,7,28,1
18,95148,4,30,1
35,46413,1,1,7
44,39308,4,9,4
34,87287,1,26,1
39,86145,3,10,5
22,51976,9,5,5
57,17882,10,2,10
62,45537,9,12,7
20,86058,6,17,2
52,31911,3,9,5
33,29272,7,27,9
58,22587,7,6,10
54,101422,10,23,10
19,57723,7,27,2
22,105321,4,22,3
49,60223,8,17,4
51,32720,5,16,10
44,58271,10,29,7
23,31019,6,27,10
32,56847,1,22,4
38,26780,5,15,7
34,69106,4,15,7
59,62816,4,11,1
20,72894,8,23,4
42,82147,6,29,4
48,39489,3,21,3
21,99851,5,11,4
60,84414,7,28,2
52,112785,4,12,1
23,75912,7,9,7
54,38372,1,8,10
37,93962,8,6,10
64,57439,4,9,4
33,64835,7,13,6
53,62269,7,26,7
37,112876,10,16,3
39,18879,3,13,5
25,20339,9,8,8
62,22122,2,24,1
25,74613,6,15,5
46,50995,2,3,3
23,60922,3,16,2
49,67940,7,22,1
56,73459,8,29,6
59,54337,3,13,10
28,115243,3,11,7
25,75481,2,25,4
20,63858,5,16,5
65,79531,7,26,7
30,77191,7,19,5
50,119828,2,28,5
43,24315,8,14,8
20,118615,5,17,1
65,107678,8,28,2
25,91320,9,6,8
26,45673,3,15,3
53,59178,2,4,6
39,47005,7,26,3
62,33339,2,13,8
36,47175,3,23,1
45,98880,2,28,9
41,70743,1,29,3
60,91869,10,26,4
43,41906,5,25,2
59,65020,5,27,8
54,108625,6,16,3
53,68865,7,10,9
46,83574,4,1,5
35,105052,6,26,5
28,33313,9,30,10
59,108280,1,21,9
45,75943,3,25,6
60,24919,1,5,3
61,106748,10,20,6
22,25810,10,28,9
48,38561,5,3,4
39,104536,10,17,3
24,116177,6,21,8
50,84536,5,7,4
34,19783,2,12,5
40,29206,10,20,1
23,79251,1,28,10
33,50015,10,26,4
49,62288,4,18,6
21,102793,3,8,1
48,107362,4,7,2
59,118275,3,25,5
25,20748,8,17,6
62,78215,5,29,2
63,16255,6,27,6
34,61945,9,18,4
31,62728,8,9,4
59,90051,2,24,10
21,75668,5,9,10
20,25250,4,29,1
52,24464,5,23,2
64,19105,5,7,10
29,49419,8,4,6
41,95248,8,5,3
29,20816,4,22,9
50,74135,9,17,2
19,39088,8,27,8
51,70609,3,14,8
55,89001,5,4,10
49,82061,4,19,6
45,37365,8,15,5
62,117202,9,13,2
41,68510,5,16,4
62,58059,7,15,6
58,106397,1,14,8
20,64694,2,13,2
18,99197,5,6,4
41,76831,6,14,2
61,80019,8,9,3
29,88443,1,6,6
57,75842,3,29,2
24,105482,2,13,7
65,71879,8,18,9
43,113193,8,9,10
20,73532,10,20,10
31,61223,2,26,4
47,90645,2,9,7
24,66163,1,29,2
54,21095,8,14,4
42,103213,1,4,8
40,91656,7,26,7
31,44674,6,1,3
64,87114,10,30,2
62,74963,3,15,7
28,114867,7,21,9
42,63161,4,23,1
60,39545,1,14,6
37,76358,6,17,7
30,49086,7,7,8
21,19618,7,6,8
22,64102,8,21,9
61,64147,1,13,3
46,67818,3,9,3
31,61566,9,5,1
43,72066,9,13,2
51,76364,8,15,10
35,104053,2,17,5
35,87015,10,30,6
34,35179,9,3,8
46,119428,4,5,5
48,58796,9,25,6
38,30091,4,13,8
31,78015,5,29,1
31,67499,4,19,9
48,98608,7,14,8
45,84977,2,23,1
26,32299,3,4,7
39,80423,3,13,8
23,49490,7,24,5
59,28423,3,14,7
40,49655,7,17,8
18,18824,3,14,8
37,83891,10,9,8
43,56440,8,20,2
35,109770,3,21,6
33,72670,4,20,5
18,68637,1,6,5
58,52640,4,16,6
64,107266,1,22,6
27,33312,7,28,9
33,64124,4,7,1
26,42984,2,14,9
34,42156,6,21,1
50,116460,8,24,2
27,61914,5,17,9
54,100333,3,26,5
41,57190,7,27,4
51,72456,9,21,3
55,69291,6,18,1
32,48437,7,23,2
36,48521,8,13,2
57,65444,8,7,5
41,62416,9,30,9
37,107397,3,3,8
25,91911,7,18,7
34,17926,5,25,5
51,69319,3,17,6
50,118826,10,29,9
48,74647,5,20,2
49,34314,3,24,4
28,59329,2,15,5
22,98995,3,2,6
54,29168,10,20,7
49,33887,8,4,1
61,90615,5,13,5
53,67327,2,17,3
28,62012,3,22,3
34,65776,8,2,8
51,103187,5,14,5
64,96348,5,23,5
45,89447,5,12,1
50,84509,5,21,4
59,32200,1,26,2
33,87356,8,5,6
34,88727,9,8,3
62,33021,3,12,6
45,55495,2,16,6
45,21151,9,7,4
25,91690,2,29,9
51,86391,1,6,2
45,50569,7,13,10
47,74324,4,14,4
48,97421,10,3,5
34,56837,1,1,10
57,29359,4,9,9
24,90046,7,25,3
26,68791,6,26,8
34,37360,4,25,6
26,61359,8,23,2
23,59916,8,16,10
22,98248,5,23,7
37,22042,3,4,10
43,65048,3,3,3
29,56984,4,18,5
23,97008,3,28,6
30,56718,5,8,2
39,98469,1,12,1
19,119659,4,20,4
48,110564,5,16,5
44,60998,7,7,8
61,119590,7,24,8
30,68431,6,20,8
24,72226,3,11,10
60,90961,10,17,2
21,95028,9,3,9
44,107693,8,27,1
37,41269,4,11,10
63,79851,7,30,2
28,99453,3,13,8
35,87975,2,10,4
55,56355,3,9,1
63,67699,6,20,8
42,112121,1,22,4
31,40715,3,21,9
50,79048,1,26,7
19,116661,2,29,1
23,55062,2,3,3
46,75405,1,17,8
45,114510,4,26,5
56,29268,10,4,5
32,21642,6,5,2
